Days,Diameter
10.995766299745977,6.332452675226129
12.003386960203219,8.844726771885323
12.999153259949196,10.992175831204369
13.994919559695173,10.478680684514831
15.002540220152415,12.15404490992939
16.010160880609654,12.456018577404032
17.005927180355634,13.788016992946254
18.985605419136327,15.314656597849352
19.99322607959357,14.908475758886226

